Organization,Device,Group,Activity,Description,User,Date
Hospitality,3-1236,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:17:44.000+0000
Slifer,Erin Pearson Thinkpad SSF Lionshead,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T11:17:15.000+0000
Hospitality,3-1997,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:17:36.000+0000
Hospitality,3-2037,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:17:35.000+0000
Slifer,Janice Bauer Laptop,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:17:24.000+0000
Slifer,Erin Pearson Thinkpad SSF Lionshead,Script,Completed,This machine cannot run any more Windows Patch Management jobs because there is a pending reboot. Please reboot the machine.,,2025-07-28T11:16:54.000+0000
Slifer,DESKTOP-K7NPRN6,Software,Software Removed,"Software uninstalled: 'Microsoft Windows Desktop Runtime - 8.0.14 (x64)', Version: '8.0.14.34613', User: '<System>'",,2025-07-28T11:06:41.000+0000
Slifer,DESKTOP-K7NPRN6,Software,Software Removed,"Software uninstalled: 'Microsoft Windows Desktop Runtime - 8.0.12 (x64)', Version: '8.0.12.34404', User: '<System>'",,2025-07-28T11:06:41.000+0000
Slifer,DESKTOP-K7NPRN6,Software,Software Removed,"Software uninstalled: 'Microsoft Windows Desktop Runtime - 6.0.35 (x64)', Version: '6.0.35.34113', User: '<System>'",,2025-07-28T11:06:41.000+0000
Slifer,DESKTOP-K7NPRN6,Software,Software Removed,"Software uninstalled: 'Microsoft ASP.NET Core 8.0.14 - Shared Framework (x64)', Version: '8.0.14.25112', User: '<System>'",,2025-07-28T11:06:41.000+0000
Slifer,DESKTOP-K7NPRN6,Software,Software Removed,"Software uninstalled: 'Microsoft ASP.NET Core 8.0.12 - Shared Framework (x64)', Version: '8.0.12.24603', User: '<System>'",,2025-07-28T11:06:41.000+0000
Slifer,LGARDNER-2-1315,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T11:16:46.000+0000
Slifer,Ivy Peplinski Laptop,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete. This machine requires a reboot.,,2025-07-28T11:17:07.293+0000
Hospitality,3-2006,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x8024401c, description: Same as HTTP status 408 - the server timed out waiting for the request.] ",,2025-07-28T11:16:32.000+0000
Hospitality,3-1903,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 12, Pending approval: 1",,2025-07-28T11:16:24.000+0000
Slifer,2-1498,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:07:56.000+0000
Hospitality,3-1460,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:16:56.213+0000
Hospitality,3-1810,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T11:16:21.000+0000
Hospitality,3-2079,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T11:16:50.061+0000
Hospitality,3-2001,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T11:16:46.000+0000
Hospitality,3-1295,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:16:41.000+0000
Hospitality,3-2006,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x8024401c, description: Same as HTTP status 408 - the server timed out waiting for the request.] ",,2025-07-28T11:16:18.000+0000
Infrastructure,VSNOSVR-NAS,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T11:15:55.000+0000
Hospitality,3-1576,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:16:18.121+0000
Slifer,LGARDNER-2-1315,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T11:16:05.000+0000
Hospitality,3-1895,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:16:11.000+0000
Slifer,HOMECOMPUTER,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T11:15:27.000+0000
Hospitality,3-1484,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x8024401c, description: Same as HTTP status 408 - the server timed out waiting for the request.] ",,2025-07-28T11:15:12.000+0000
Hospitality,HIGHLANDSFD,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:16:07.000+0000
Hospitality,3-1809,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:23.000+0000
Hospitality,3-1953,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T11:16:05.584+0000
Slifer,3-1300,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:16:01.000+0000
Hospitality,3-1946,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T11:16:01.947+0000
Hospitality,3-1946,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:16:01.452+0000
Slifer,2-1101,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:59.000+0000
Hospitality,3-1706,OS Patching,OS Patching Warning,Patch management update was missed.,,2025-07-28T11:15:01.000+0000
Hospitality,3-1776,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:57.000+0000
Hospitality,3-1620,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x8024401c, description: Same as HTTP status 408 - the server timed out waiting for the request.] ",,2025-07-28T11:15:18.000+0000
Hospitality,3-1822,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:53.000+0000
Hospitality,3-1810,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T11:15:06.000+0000
Hospitality,3-1268,OS Patching,OS Patching Warning,Patch management update was missed.,,2025-07-28T11:15:01.000+0000
Hospitality,3-1184,Software Patching,Software Patch Apply Patch Complete,Patch management apply patch completed. Successful: 0 Failed: 0,,2025-07-28T11:15:44.000+0000
Hospitality,3-1526,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:40.000+0000
Slifer,SOPHIE1,OS Patching,OS Patching Warning,This machine cannot run OS Patch Management scheduled updates jobs because it is running on metered connection. Next update scheduled for 2025-07-29T11:00:00Z,,2025-07-28T11:14:01.000+0000
Hospitality,3-1356,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:38.000+0000
Slifer,LGARDNER-2-1315,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:38.000+0000
Slifer,2-1150,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:33.000+0000
Hospitality,1-1082,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:29.000+0000
Hospitality,3-1294,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:29.000+0000
Hospitality,3-2013,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:27.000+0000
Hospitality,3-1551,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:28.000+0000
Hospitality,3-1775,OS Patching,OS Patching Warning,Patch management update was missed.,,2025-07-28T11:15:01.000+0000
Hospitality,3-1486,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:13.000+0000
Hospitality,3-1910,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:12.000+0000
Slifer,DESKTOP-2EK11C2,OS Patching,OS Patching Warning,Patch management update was missed.,,2025-07-28T11:15:01.000+0000
Hospitality,3-1601,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:06.000+0000
Infrastructure,Snowmass BAS,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:19.132+0000
Infrastructure,VSNOSVR-NAS,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T11:14:35.000+0000
Hospitality,3-1620,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x8024401c, description: Same as HTTP status 408 - the server timed out waiting for the request.] ",,2025-07-28T11:15:18.000+0000
Hospitality,3-1353,OS Patching,OS Patching Warning,Patch management update was missed.,,2025-07-28T11:15:01.000+0000
Hospitality,3-2505,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:13.000+0000
Slifer,2-1344,OS Patching,OS Patching Warning,Patch management update was missed.,,2025-07-28T11:15:01.000+0000
Hospitality,3-2006,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:15:01.000+0000
Hospitality,3-1668,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:12.000+0000
Hospitality,3-1910,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:13.000+0000
Hospitality,3-1486,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:12.000+0000
Hospitality,3-2505,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:13.000+0000
Hospitality,3-1668,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:15:12.000+0000
Hospitality,3-1953,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:15:12.000+0000
Hospitality,3-1484,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x8024401c, description: Same as HTTP status 408 - the server timed out waiting for the request.] ",,2025-07-28T11:15:12.000+0000
Slifer,HOMECOMPUTER,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T11:15:07.000+0000
Hospitality,3-1070,OS Patching,OS Patching Warning,Patch management update was missed.,,2025-07-28T11:15:01.000+0000
Hospitality,3-1785,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:34.000+0000
Slifer,STEAMBOATCONF,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:04.000+0000
Hospitality,3-1618,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:15:01.000+0000
Hospitality,3-1250,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete. This machine requires a reboot.,,2025-07-28T11:15:03.000+0000
Hospitality,3-1801,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:15:02.000+0000
Hospitality,3-1667,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:15:00.000+0000
Hospitality,3-2524,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:58.000+0000
Hospitality,3-2095,OS Patching,OS Patching Warning,Patch management update scheduled for 2025-07-29T11:00:00Z was canceled because another update is already running.,,2025-07-28T11:13:03.000+0000
Hospitality,3-1692,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:56.728+0000
Hospitality,3-1720,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:54.000+0000
Hospitality,3-2103,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T11:14:19.000+0000
Hospitality,3-2103,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T11:14:04.000+0000
Hospitality,3-2033,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:53.000+0000
Hospitality,3-2128,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:14:13.000+0000
Hospitality,3-2045,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:42.000+0000
Hospitality,3-1816,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T11:14:37.000+0000
Hospitality,3-1091,Software Patching,Software Patch Apply Patch Complete,Patch management apply patch completed. Successful: 0 Failed: 0,,2025-07-28T11:14:32.000+0000
Hospitality,3-2501,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T11:14:12.000+0000
Hospitality,3-2115,OS Patching,OS Patching Warning,OS patch download error. Error while downloading [c56cbfe5-6477-44bc-86d8-c3808040fa7a]. Code: [-2145116147]. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T10:53:56.000+0000
Hospitality,3-2071,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T11:14:29.318+0000
Hospitality,TECHDISPLAY1,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x8024401c, description: Same as HTTP status 408 - the server timed out waiting for the request.] ",,2025-07-28T11:14:23.000+0000
Hospitality,3-2065,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 2, Rejected: 11, Pending approval: 0",,2025-07-28T11:14:22.683+0000
